account_number,owner_id,bank_name,account_type,open_date,balance_inr
1001001437,PER00297,HDFC Bank,Savings,2011-07-09,0
1001001438,PER00298,ICICI Bank,Savings,2012-03-01,317192
1001001439,PER00299,Axis Bank,Savings,2016-10-27,205424
1001001440,PER00299,ICICI Bank,Savings,2015-01-20,231027
1001001441,PER00300,ICICI Bank,Savings,2013-09-23,159361
1001001442,PER00300,ICICI Bank,Savings,2023-07-23,114997
1001001443,PER00301,HDFC Bank,Savings,2019-11-16,291576
1001001444,PER00301,Axis Bank,Savings,2011-09-17,153173
1001001445,PER00302,ICICI Bank,Savings,2016-03-30,216256
1001001446,PER00302,ICICI Bank,Savings,2016-07-30,297131
1001001447,PER00303,HDFC Bank,Savings,2016-02-27,47475
1001001448,PER00304,SBI,Savings,2012-05-13,35253
1001001449,PER00304,SBI,Savings,2025-08-10,147150
1001001450,PER00305,HDFC Bank,Savings,2013-07-15,60324
1001001451,PER00305,ICICI Bank,Savings,2020-01-30,75811
1001001452,PER00306,SBI,Savings,2018-12-14,54272
1001001453,PER00307,SBI,Savings,2021-03-16,0
1001001454,PER00308,ICICI Bank,Savings,2014-01-27,215850
1001001455,PER00308,Axis Bank,Savings,2024-04-11,230995
1001001456,PER00309,SBI,Savings,2020-04-10,164403
1001001457,PER00310,Axis Bank,Savings,2011-05-17,116517
1001001458,PER00310,SBI,Savings,2011-05-25,136665
1001001459,PER00311,Axis Bank,Savings,2014-07-26,189049
1001001460,PER00311,SBI,Savings,2019-10-11,131262
1001001461,PER00312,HDFC Bank,Savings,2019-08-16,0
1001001462,PER00313,HDFC Bank,Savings,2011-05-15,71770
1001001463,PER00313,ICICI Bank,Savings,2017-02-28,132220
1001001464,PER00314,Axis Bank,Savings,2019-05-01,164139
1001001465,PER00315,Axis Bank,Savings,2020-04-18,122896
1001001466,PER00315,HDFC Bank,Savings,2019-04-22,134690
1001001467,PER00316,SBI,Savings,2013-03-27,295665
1001001468,PER00317,Axis Bank,Savings,2023-02-04,73514
1001001469,PER00318,Axis Bank,Savings,2014-02-16,265891
1001001470,PER00319,SBI,Savings,2020-05-15,807429
1001001471,PER00319,ICICI Bank,Savings,2020-03-23,316977
1001001472,PER00320,Axis Bank,Savings,2023-05-22,210469
1001001473,PER00321,Axis Bank,Savings,2015-10-10,93983
1001001474,PER00321,Kotak Mahindra Bank,Savings,2013-04-26,101272
1001001475,PER00322,SBI,Savings,2018-11-24,88081
1001001476,PER00323,HDFC Bank,Savings,2020-03-31,153627
1001001477,PER00324,SBI,Savings,2012-08-08,71526
1001001478,PER00325,SBI,Savings,2011-02-08,0
1001001479,PER00326,ICICI Bank,Savings,2019-10-01,126981
1001001480,PER00327,Axis Bank,Savings,2021-06-08,219476
1001001481,PER00327,SBI,Savings,2010-12-06,193097
1001001482,PER00328,ICICI Bank,Savings,2024-04-08,107250
1001001483,PER00328,Kotak Mahindra Bank,Savings,2023-12-26,93221
1001001484,PER00329,ICICI Bank,Savings,2024-02-02,138794
1001001485,PER00330,ICICI Bank,Savings,2020-10-27,109867
1001001486,PER00330,Kotak Mahindra Bank,Savings,2024-01-03,107746
1001001487,PER00331,Axis Bank,Savings,2016-07-27,28300
1001001488,PER00332,SBI,Savings,2025-07-18,155687
1001001489,PER00332,ICICI Bank,Savings,2025-05-28,69907
1001001490,PER00333,HDFC Bank,Savings,2023-11-24,70209
1001001491,PER00333,SBI,Savings,2011-12-07,215686
1001001492,PER00334,SBI,Savings,2011-10-12,286640
1001001493,PER00335,ICICI Bank,Savings,2011-03-27,121509
1001001494,PER00336,HDFC Bank,Savings,2012-03-26,160618
1001001495,PER00337,SBI,Savings,2013-04-08,52939
1001001496,PER00338,SBI,Savings,2013-03-24,167747
1001001497,PER00338,SBI,Savings,2024-06-27,96047
1001001498,PER00339,HDFC Bank,Savings,2012-07-01,218830
1001001499,PER00339,ICICI Bank,Savings,2011-02-07,146284
1001001500,PER00340,Axis Bank,Savings,2019-01-04,80602
1001001501,PER00341,HDFC Bank,Savings,2025-07-30,0
1001001502,PER00341,Kotak Mahindra Bank,Savings,2019-01-13,0
1001001503,PER00342,Kotak Mahindra Bank,Savings,2021-08-03,145529
1001001504,PER00343,ICICI Bank,Savings,2023-01-17,224325
1001001505,PER00343,ICICI Bank,Savings,2013-03-31,188450
1001001506,PER00344,SBI,Savings,2013-02-24,157914
1001001507,PER00345,ICICI Bank,Savings,2018-07-02,72496
1001001508,PER00345,Kotak Mahindra Bank,Savings,2016-09-01,310531
1001001509,PER00346,Axis Bank,Savings,2010-09-04,63355
1001001510,PER00346,SBI,Savings,2021-02-13,168171
1001001511,PER00347,ICICI Bank,Savings,2014-03-04,54828
1001001512,PER00347,ICICI Bank,Savings,2014-06-12,19709
1001001513,PER00348,Axis Bank,Savings,2024-05-11,320822
1001001514,PER00348,Axis Bank,Savings,2014-07-05,276388
1001001515,PER00349,HDFC Bank,Savings,2020-08-20,221058
1001001516,PER00350,SBI,Savings,2017-02-19,173072
1001001517,PER00351,HDFC Bank,Savings,2021-12-28,317948
1001001518,PER00351,Kotak Mahindra Bank,Savings,2011-07-07,491245
1001001519,PER00352,Kotak Mahindra Bank,Savings,2016-08-31,216704
1001001520,PER00352,Axis Bank,Savings,2017-09-14,43391
1001001521,PER00353,HDFC Bank,Savings,2013-12-05,41887
1001001522,PER00353,Axis Bank,Savings,2017-02-15,220651
1001001523,PER00354,Axis Bank,Savings,2019-11-12,744991
1001001524,PER00355,Axis Bank,Savings,2024-05-29,0
1001001525,PER00355,ICICI Bank,Savings,2017-01-31,0
1001001526,PER00356,ICICI Bank,Savings,2013-04-19,242402
1001001527,PER00356,HDFC Bank,Savings,2018-02-24,297441
1001001528,PER00357,Kotak Mahindra Bank,Savings,2010-09-11,164444
1001001529,PER00357,Axis Bank,Savings,2025-07-06,45314
1001001530,PER00358,SBI,Savings,2017-04-02,116083
1001001531,PER00358,SBI,Savings,2011-02-21,167567
1001001532,PER00359,Axis Bank,Savings,2021-11-26,141055
1001001533,PER00360,HDFC Bank,Savings,2013-10-19,40934
1001001534,PER00361,Kotak Mahindra Bank,Savings,2022-01-10,226427
1001001535,PER00362,HDFC Bank,Savings,2014-02-25,50656
1001001536,PER00363,Axis Bank,Savings,2024-02-12,474169
1001001537,PER00363,Kotak Mahindra Bank,Savings,2025-06-02,234318
1001001538,PER00364,ICICI Bank,Savings,2015-08-17,213562
1001001539,PER00364,ICICI Bank,Savings,2012-09-19,210107
1001001540,PER00365,Kotak Mahindra Bank,Savings,2019-03-08,59802
1001001541,PER00365,Kotak Mahindra Bank,Savings,2013-02-02,225638
1001001542,PER00366,Axis Bank,Savings,2020-02-05,95263
1001001543,PER00367,Axis Bank,Savings,2024-05-11,235714
1001001544,PER00367,Kotak Mahindra Bank,Savings,2013-06-06,78877
1001001545,PER00368,HDFC Bank,Savings,2019-06-15,0
1001001546,PER00369,ICICI Bank,Savings,2012-06-11,144059
1001001547,PER00370,ICICI Bank,Savings,2014-05-08,200625
1001001548,PER00370,ICICI Bank,Savings,2015-01-01,125008
1001001549,PER00371,Axis Bank,Savings,2020-01-05,112540
1001001550,PER00371,ICICI Bank,Savings,2014-12-26,294847
1001001551,PER00372,HDFC Bank,Savings,2024-07-01,81523
1001001552,PER00372,Kotak Mahindra Bank,Savings,2016-06-02,197002
1001001553,PER00373,Axis Bank,Savings,2013-10-08,220954
1001001554,PER00374,Kotak Mahindra Bank,Savings,2014-07-16,170777
1001001555,PER00375,Axis Bank,Savings,2013-12-21,160567
1001001556,PER00375,ICICI Bank,Savings,2021-09-24,85107
1001001557,PER00376,ICICI Bank,Savings,2012-07-13,179672
1001001558,PER00376,Axis Bank,Savings,2013-09-11,109164
1001001559,PER00377,SBI,Savings,2019-05-04,223822
1001001560,PER00377,HDFC Bank,Savings,2020-06-06,162477
1001001561,PER00378,Axis Bank,Savings,2018-12-20,148833
1001001562,PER00378,Axis Bank,Savings,2011-04-09,97668
1001001563,PER00379,SBI,Savings,2011-09-27,143420
1001001564,PER00380,Axis Bank,Savings,2023-03-01,165827
1001001565,PER00380,HDFC Bank,Savings,2024-09-24,147956
1001001566,PER00381,SBI,Savings,2019-11-24,54106
1001001567,PER00382,Axis Bank,Savings,2019-12-23,173953
1001001568,PER00382,ICICI Bank,Savings,2025-07-27,165050
1001001569,PER00383,HDFC Bank,Savings,2021-07-13,126235
1001001570,PER00383,HDFC Bank,Savings,2012-11-09,131520
1001001571,PER00384,Kotak Mahindra Bank,Savings,2021-08-01,200599
1001001572,PER00385,Axis Bank,Savings,2018-09-08,67958
1001001573,PER00386,HDFC Bank,Savings,2014-08-14,968539
1001001574,PER00387,Axis Bank,Savings,2010-11-22,0
1001001575,PER00387,Kotak Mahindra Bank,Savings,2024-10-29,0
1001001576,PER00388,SBI,Savings,2019-08-04,0
1001001577,PER00388,Axis Bank,Savings,2018-10-14,0
1001001578,PER00389,Kotak Mahindra Bank,Savings,2020-08-28,52215
1001001579,PER00390,Kotak Mahindra Bank,Savings,2011-03-04,37921
1001001580,PER00391,SBI,Savings,2014-07-25,75068
1001001581,PER00391,HDFC Bank,Savings,2017-05-28,42848
1001001582,PER00392,Axis Bank,Savings,2014-11-17,272402
1001001583,PER00392,Kotak Mahindra Bank,Savings,2016-10-13,250330
1001001584,PER00393,ICICI Bank,Savings,2020-09-10,379738
1001001585,PER00393,Axis Bank,Savings,2013-04-04,166229
1001001586,PER00394,Axis Bank,Savings,2017-09-20,0
1001001587,PER00394,Kotak Mahindra Bank,Savings,2017-06-12,0
1001001588,PER00395,ICICI Bank,Savings,2014-05-21,125355
1001001589,PER00395,Axis Bank,Savings,2018-02-28,75588
1001001590,PER00396,SBI,Savings,2020-11-05,155310
1001001591,PER00396,Kotak Mahindra Bank,Savings,2012-08-10,46371
1001001592,PER00397,Axis Bank,Savings,2016-04-20,42276
1001001593,PER00397,ICICI Bank,Savings,2015-02-17,40057
1001001594,PER00398,SBI,Savings,2018-08-23,170766
1001001595,PER00399,HDFC Bank,Savings,2024-07-21,197311
1001001596,PER00399,ICICI Bank,Savings,2024-06-13,160341
1001001597,PER00400,Axis Bank,Savings,2025-05-20,130879
1001001598,PER00401,ICICI Bank,Savings,2018-10-27,132924
1001001599,PER00402,Axis Bank,Savings,2018-11-08,155009
1001001600,PER00402,SBI,Savings,2016-09-20,151562
1001001601,PER00403,HDFC Bank,Savings,2017-01-25,202199
1001001602,PER00403,ICICI Bank,Savings,2012-03-25,327590
1001001603,PER00404,Axis Bank,Savings,2018-11-09,137890
1001001604,PER00405,ICICI Bank,Savings,2020-07-21,164864
1001001605,PER00405,Axis Bank,Savings,2022-02-23,75543
1001001606,PER00406,HDFC Bank,Savings,2017-07-05,54100
1001001607,PER00406,Kotak Mahindra Bank,Savings,2019-03-07,60498
1001001608,PER00407,Axis Bank,Savings,2024-12-14,221029
1001001609,PER00407,SBI,Savings,2017-09-04,288702
1001001610,PER00408,Axis Bank,Savings,2015-11-10,68362
1001001611,PER00408,Axis Bank,Savings,2013-05-26,40240
1001001612,PER00409,Kotak Mahindra Bank,Savings,2017-04-14,81097
1001001613,PER00410,Axis Bank,Savings,2012-11-05,65540
1001001614,PER00410,Kotak Mahindra Bank,Savings,2020-12-23,197970
1001001615,PER00411,HDFC Bank,Savings,2013-04-27,200523
1001001616,PER00412,Axis Bank,Savings,2020-04-05,118371
1001001617,PER00412,HDFC Bank,Savings,2022-05-20,118634
1001001618,PER00413,ICICI Bank,Savings,2016-06-08,518302
1001001619,PER00414,SBI,Savings,2015-06-01,193454
1001001620,PER00415,Axis Bank,Savings,2012-05-31,184086
1001001621,PER00415,ICICI Bank,Savings,2014-05-28,148826
1001001622,PER00416,Kotak Mahindra Bank,Savings,2014-02-05,70652
1001001623,PER00416,HDFC Bank,Savings,2021-08-25,116314
1001001624,PER00417,Axis Bank,Savings,2014-12-31,137516
1001001625,PER00417,Kotak Mahindra Bank,Savings,2012-12-23,598736
1001001626,PER00418,ICICI Bank,Savings,2011-01-05,515330
1001001627,PER00419,ICICI Bank,Savings,2023-09-23,0
1001001628,PER00420,Kotak Mahindra Bank,Savings,2015-07-02,93161
1001001629,PER00420,ICICI Bank,Savings,2021-02-06,89575
1001001630,PER00421,Kotak Mahindra Bank,Savings,2012-05-27,276615
1001001631,PER00421,Kotak Mahindra Bank,Savings,2015-10-19,450569
1001001632,PER00422,SBI,Savings,2017-08-13,87833
1001001633,PER00422,SBI,Savings,2017-08-01,169208
1001001634,PER00423,HDFC Bank,Savings,2020-05-22,86969
1001001635,PER00423,Kotak Mahindra Bank,Savings,2016-09-21,64917
1001001636,PER00424,ICICI Bank,Savings,2020-06-18,745112
1001001637,PER00424,ICICI Bank,Savings,2013-05-05,225090
1001001638,PER00425,ICICI Bank,Savings,2020-12-22,151990
1001001639,PER00425,ICICI Bank,Savings,2023-04-03,58198
1001001640,PER00426,ICICI Bank,Savings,2023-12-10,118373
1001001641,PER00426,Kotak Mahindra Bank,Savings,2019-12-18,188370
1001001642,PER00427,Kotak Mahindra Bank,Savings,2016-11-01,270705
1001001643,PER00427,Axis Bank,Savings,2015-10-10,284436
1001001644,PER00428,ICICI Bank,Savings,2011-12-31,121420
1001001645,PER00429,SBI,Savings,2018-12-24,25555
1001001646,PER00430,SBI,Savings,2015-02-05,100872
1001001647,PER00430,SBI,Savings,2011-08-20,176375
1001001648,PER00431,Kotak Mahindra Bank,Savings,2017-10-16,72969
1001001649,PER00431,Axis Bank,Savings,2021-04-13,163807
1001001650,PER00432,Axis Bank,Savings,2019-12-01,194120
1001001651,PER00432,Kotak Mahindra Bank,Savings,2023-08-25,180363
1001001652,PER00433,HDFC Bank,Savings,2015-05-22,147205
1001001653,PER00434,Axis Bank,Savings,2015-08-22,117663
1001001654,PER00434,Axis Bank,Savings,2024-04-06,222688
1001001655,PER00435,ICICI Bank,Savings,2015-11-13,171293
1001001656,PER00436,ICICI Bank,Savings,2023-12-20,238438
1001001657,PER00436,Axis Bank,Savings,2016-02-04,103670
1001001658,PER00437,HDFC Bank,Savings,2018-11-14,269059
1001001659,PER00437,Kotak Mahindra Bank,Savings,2015-10-07,313385
1001001660,PER00438,Kotak Mahindra Bank,Savings,2023-12-14,0
1001001661,PER00439,Axis Bank,Savings,2012-11-30,146612
1001001662,PER00440,SBI,Savings,2010-12-08,173853
1001001663,PER00441,Kotak Mahindra Bank,Savings,2014-02-03,303609
1001001664,PER00441,HDFC Bank,Savings,2024-11-21,59007
1001001665,PER00442,SBI,Savings,2020-01-26,205234
1001001666,PER00442,ICICI Bank,Savings,2019-04-15,145439
1001001667,PER00443,Kotak Mahindra Bank,Savings,2011-02-13,87530
1001001668,PER00443,Kotak Mahindra Bank,Savings,2014-05-15,163321
1001001669,PER00444,Axis Bank,Savings,2018-08-13,135376
1001001670,PER00444,ICICI Bank,Savings,2016-05-01,76683
1001001671,PER00445,ICICI Bank,Savings,2020-01-01,125937
1001001672,PER00445,HDFC Bank,Savings,2018-07-20,90016
1001001673,PER00446,SBI,Savings,2014-03-09,215923
1001001674,PER00446,HDFC Bank,Savings,2014-08-04,265912
1001001675,PER00447,Kotak Mahindra Bank,Savings,2022-03-06,269686
1001001676,PER00447,HDFC Bank,Savings,2023-07-27,142909
1001001677,PER00448,HDFC Bank,Savings,2014-05-22,295320
1001001678,PER00448,Axis Bank,Savings,2019-11-27,186514
1001001679,PER00449,Kotak Mahindra Bank,Savings,2024-04-28,218751
1001001680,PER00449,HDFC Bank,Savings,2023-03-26,39957
1001001681,PER00450,Kotak Mahindra Bank,Savings,2014-09-20,133454
1001001682,PER00450,ICICI Bank,Savings,2013-09-30,75991
1001001683,PER00451,SBI,Savings,2023-05-29,198919
1001001684,PER00451,Kotak Mahindra Bank,Savings,2021-01-23,157537
1001001685,PER00452,ICICI Bank,Savings,2018-02-02,228577
1001001686,PER00452,Axis Bank,Savings,2010-10-30,183655
1001001687,PER00453,SBI,Savings,2024-11-23,260207
1001001688,PER00453,ICICI Bank,Savings,2019-08-08,373745
1001001689,PER00454,SBI,Savings,2016-07-20,345073
1001001690,PER00454,ICICI Bank,Savings,2014-04-08,322480
1001001691,PER00455,HDFC Bank,Savings,2015-09-11,95370
1001001692,PER00456,Axis Bank,Savings,2016-02-02,59395
1001001693,PER00457,SBI,Savings,2019-03-09,121187
1001001694,PER00458,HDFC Bank,Savings,2015-03-30,267207
1001001695,PER00459,Kotak Mahindra Bank,Savings,2016-04-21,572261
1001001696,PER00459,Axis Bank,Savings,2024-05-04,331984
1001001697,PER00460,SBI,Savings,2018-07-24,159616
1001001698,PER00461,HDFC Bank,Savings,2011-05-24,310448
1001001699,PER00462,SBI,Savings,2020-12-26,59583
1001001700,PER00463,Axis Bank,Savings,2020-01-14,218862
1001001701,PER00463,ICICI Bank,Savings,2014-08-01,179298
1001001702,PER00464,ICICI Bank,Savings,2016-06-28,0
1001001703,PER00464,SBI,Savings,2011-11-30,0
1001001704,PER00465,Axis Bank,Savings,2021-11-21,25758
1001001705,PER00466,ICICI Bank,Savings,2018-12-01,238282
1001001706,PER00466,HDFC Bank,Savings,2013-11-19,131044
1001001707,PER00467,SBI,Savings,2021-08-22,116073
1001001708,PER00468,SBI,Savings,2010-11-03,53599
1001001709,PER00469,ICICI Bank,Savings,2019-02-12,60454
1001001710,PER00470,ICICI Bank,Savings,2016-12-11,136455
1001001711,PER00471,HDFC Bank,Savings,2025-07-16,75238
1001001712,PER00471,Axis Bank,Savings,2019-10-01,86472
1001001713,PER00472,ICICI Bank,Savings,2021-07-20,249837
1001001714,PER00473,Axis Bank,Savings,2023-04-05,200763
1001001715,PER00473,SBI,Savings,2013-02-24,56106
1001001716,PER00474,ICICI Bank,Savings,2011-01-09,176103
1001001717,PER00475,SBI,Savings,2014-08-24,357343
1001001718,PER00475,SBI,Savings,2024-01-31,207646
1001001719,PER00476,HDFC Bank,Savings,2020-06-06,62144
1001001720,PER00476,HDFC Bank,Savings,2012-10-10,130332
1001001721,PER00477,ICICI Bank,Savings,2023-02-15,0
1001001722,PER00478,Kotak Mahindra Bank,Savings,2013-11-21,106613
1001001723,PER00478,ICICI Bank,Savings,2010-11-20,173161
1001001724,PER00479,Kotak Mahindra Bank,Savings,2023-11-16,126987
1001001725,PER00480,SBI,Savings,2019-09-05,0
1001001726,PER00480,SBI,Savings,2024-07-29,0
1001001727,PER00481,HDFC Bank,Savings,2015-09-14,507175
1001001728,PER00481,Kotak Mahindra Bank,Savings,2025-02-17,796638
1001001729,PER00482,Kotak Mahindra Bank,Savings,2024-04-08,318308
1001001730,PER00482,SBI,Savings,2021-05-30,182673
1001001731,PER00483,Axis Bank,Savings,2015-08-17,156856
1001001732,PER00483,Kotak Mahindra Bank,Savings,2018-12-20,94395
1001001733,PER00484,Axis Bank,Savings,2012-04-29,318758
1001001734,PER00484,HDFC Bank,Savings,2010-09-18,236122
1001001735,PER00485,HDFC Bank,Savings,2011-03-01,246970
1001001736,PER00486,ICICI Bank,Savings,2023-06-18,57653
1001001737,PER00486,Kotak Mahindra Bank,Savings,2016-11-15,155224
1001001738,PER00487,Axis Bank,Savings,2019-07-28,200917
1001001739,PER00487,Axis Bank,Savings,2019-11-12,129226
1001001740,PER00488,ICICI Bank,Savings,2011-06-27,25778
1001001741,PER00488,SBI,Savings,2017-10-03,38925
1001001742,PER00489,Axis Bank,Savings,2020-11-15,813786
1001001743,PER00490,HDFC Bank,Savings,2020-07-10,193964
1001001744,PER00490,Axis Bank,Savings,2017-11-26,246973
1001001745,PER00491,Kotak Mahindra Bank,Savings,2023-11-02,212291
1001001746,PER00492,Axis Bank,Savings,2014-01-08,214676
1001001747,PER00492,ICICI Bank,Savings,2010-09-02,90356
1001001748,PER00493,HDFC Bank,Savings,2011-05-06,71204
1001001749,PER00494,Axis Bank,Savings,2015-01-07,102309
1001001750,PER00495,Axis Bank,Savings,2021-02-15,116655
1001001751,PER00496,Kotak Mahindra Bank,Savings,2016-08-25,172161
1001001752,PER00497,SBI,Savings,2023-07-30,82199
1001001753,PER00498,Axis Bank,Savings,2022-08-21,58430
1001001754,PER00498,ICICI Bank,Savings,2012-02-03,80909
1001001755,PER00499,Kotak Mahindra Bank,Savings,2020-01-29,0
1001001756,PER00500,HDFC Bank,Savings,2025-03-24,102990
1001001757,PER00501,HDFC Bank,Savings,2010-11-28,44623
1001001758,PER00501,Kotak Mahindra Bank,Savings,2019-06-05,31374
1001001759,PER00502,SBI,Savings,2025-08-02,49100
1001001760,PER00502,SBI,Savings,2015-05-11,231481
1001001761,PER00503,SBI,Savings,2023-11-11,38165
1001001762,PER00504,ICICI Bank,Savings,2012-04-26,51457
1001001763,PER00504,Axis Bank,Savings,2025-02-24,69421
1001001764,PER00505,Axis Bank,Savings,2017-07-23,165215
1001001765,PER00505,HDFC Bank,Savings,2012-05-31,161990
1001001766,PER00506,Axis Bank,Savings,2018-10-22,198965
1001001767,PER00506,ICICI Bank,Savings,2012-05-22,95714
1001001768,PER00507,Kotak Mahindra Bank,Savings,2012-01-19,30724
1001001769,PER00508,HDFC Bank,Savings,2014-06-11,467965
1001001770,PER00508,Kotak Mahindra Bank,Savings,2018-12-24,596988
1001001771,PER00509,Kotak Mahindra Bank,Savings,2014-05-17,107767
1001001772,PER00510,SBI,Savings,2012-07-31,162252
1001001773,PER00511,HDFC Bank,Savings,2020-01-25,140477
1001001774,PER00512,SBI,Savings,2024-04-06,276347
1001001775,PER00512,Kotak Mahindra Bank,Savings,2016-01-18,44712
1001001776,PER00513,Kotak Mahindra Bank,Savings,2023-03-09,206418
1001001777,PER00513,ICICI Bank,Savings,2021-05-28,34425
1001001778,PER00514,ICICI Bank,Savings,2017-09-28,123767
1001001779,PER00514,SBI,Savings,2021-12-04,77278
1001001780,PER00515,ICICI Bank,Savings,2020-08-03,162077
1001001781,PER00516,Kotak Mahindra Bank,Savings,2025-04-05,88371
1001001782,PER00517,Kotak Mahindra Bank,Savings,2021-02-13,281923
1001001783,PER00517,SBI,Savings,2019-03-11,224507
1001001784,PER00518,SBI,Savings,2011-08-06,47116
1001001785,PER00519,HDFC Bank,Savings,2011-07-27,149127
1001001786,PER00519,HDFC Bank,Savings,2014-04-03,60517
1001001787,PER00520,Kotak Mahindra Bank,Savings,2018-05-13,156815
1001001788,PER00520,ICICI Bank,Savings,2015-07-02,57988
1001001789,PER00521,HDFC Bank,Savings,2023-10-22,53782
1001001790,PER00522,Axis Bank,Savings,2014-12-16,83229
1001001791,PER00523,Kotak Mahindra Bank,Savings,2012-02-21,0
1001001792,PER00524,ICICI Bank,Savings,2022-06-11,219716
1001001793,PER00525,ICICI Bank,Savings,2017-05-13,210232
1001001794,PER00525,HDFC Bank,Savings,2022-06-22,39979
1001001795,PER00526,SBI,Savings,2011-09-14,24824
1001001796,PER00527,Kotak Mahindra Bank,Savings,2016-05-01,61370
1001001797,PER00528,Kotak Mahindra Bank,Savings,2024-09-04,155193
1001001798,PER00529,Kotak Mahindra Bank,Savings,2012-07-27,155341
1001001799,PER00529,HDFC Bank,Savings,2021-02-02,566044
1001001800,PER00530,Kotak Mahindra Bank,Savings,2023-01-14,172708
1001001801,PER00531,SBI,Savings,2023-01-24,75018
1001001802,PER00531,HDFC Bank,Savings,2018-04-26,307231
1001001803,PER00532,Axis Bank,Savings,2015-01-13,60221
1001001804,PER00532,Kotak Mahindra Bank,Savings,2025-02-20,163845
1001001805,PER00533,SBI,Savings,2021-08-03,86264
1001001806,PER00534,Axis Bank,Savings,2011-04-28,88459
1001001807,PER00535,SBI,Savings,2016-09-29,244712
1001001808,PER00535,ICICI Bank,Savings,2011-05-09,267049
1001001809,PER00536,HDFC Bank,Savings,2024-08-12,227700
1001001810,PER00537,HDFC Bank,Savings,2013-06-19,151330
1001001811,PER00537,SBI,Savings,2020-08-09,164823
1001001812,PER00538,Axis Bank,Savings,2024-07-02,95785
1001001813,PER00538,HDFC Bank,Savings,2014-01-25,65815
1001001814,PER00539,Axis Bank,Savings,2011-09-21,176412
1001001815,PER00539,Kotak Mahindra Bank,Savings,2015-05-26,206345
1001001816,PER00540,HDFC Bank,Savings,2021-04-17,70512
1001001817,PER00541,ICICI Bank,Savings,2024-01-15,203578
1001001818,PER00541,Axis Bank,Savings,2023-11-24,414994
1001001819,PER00542,ICICI Bank,Savings,2019-04-10,312832
1001001820,PER00542,Kotak Mahindra Bank,Savings,2018-06-21,252427
1001001821,PER00543,HDFC Bank,Savings,2012-06-23,97063
1001001822,PER00544,ICICI Bank,Savings,2013-01-28,510226
1001001823,PER00544,Axis Bank,Savings,2019-11-14,141254
1001001824,PER00545,Axis Bank,Savings,2020-01-18,118321
1001001825,PER00545,HDFC Bank,Savings,2018-10-07,70279
1001001826,PER00546,Axis Bank,Savings,2013-03-02,145577
1001001827,PER00546,HDFC Bank,Savings,2022-11-17,29201
1001001828,PER00547,Kotak Mahindra Bank,Savings,2017-08-27,331849
1001001829,PER00548,Axis Bank,Savings,2013-07-14,240372
1001001830,PER00549,Kotak Mahindra Bank,Savings,2018-01-06,101257
1001001831,PER00550,Kotak Mahindra Bank,Savings,2018-09-18,69010
1001001832,PER00550,SBI,Savings,2025-06-01,47019
1001001833,PER00551,ICICI Bank,Savings,2024-02-03,145097
1001001834,PER00551,SBI,Savings,2023-09-28,132653
1001001835,PER00552,HDFC Bank,Savings,2024-07-19,384808
1001001836,PER00552,Axis Bank,Savings,2024-04-02,102301
1001001837,PER00553,Axis Bank,Savings,2018-04-13,108434
1001001838,PER00553,SBI,Savings,2022-04-12,126924
1001001839,PER00554,SBI,Savings,2024-10-01,245037
1001001840,PER00555,Axis Bank,Savings,2015-12-13,75975
1001001841,PER00555,SBI,Savings,2022-06-03,143870
1001001842,PER00556,SBI,Savings,2022-11-21,172028
1001001843,PER00556,ICICI Bank,Savings,2013-03-11,354619
1001001844,PER00557,Kotak Mahindra Bank,Savings,2019-08-14,67068
1001001845,PER00557,Kotak Mahindra Bank,Savings,2021-07-21,93807
1001001846,PER00558,Kotak Mahindra Bank,Savings,2017-10-12,156471
1001001847,PER00559,Kotak Mahindra Bank,Savings,2022-12-30,322105
1001001848,PER00559,Axis Bank,Savings,2014-10-12,246271
1001001849,PER00560,Axis Bank,Savings,2010-09-26,172937
1001001850,PER00561,SBI,Savings,2013-01-16,40856
1001001851,PER00562,Axis Bank,Savings,2014-02-22,140756
1001001852,PER00563,ICICI Bank,Savings,2018-04-25,151477
1001001853,PER00563,ICICI Bank,Savings,2020-05-15,37738
1001001854,PER00564,Axis Bank,Savings,2022-08-31,170527
1001001855,PER00564,SBI,Savings,2023-12-02,144460
1001001856,PER00565,SBI,Savings,2024-07-11,361470
1001001857,PER00566,SBI,Savings,2012-11-05,202348
1001001858,PER00566,HDFC Bank,Savings,2018-11-07,164018
1001001859,PER00567,SBI,Savings,2022-01-07,204186
1001001860,PER00567,SBI,Savings,2010-12-17,148710
1001001861,PER00568,ICICI Bank,Savings,2021-04-27,213639
1001001862,PER00569,Kotak Mahindra Bank,Savings,2015-01-31,148667
1001001863,PER00570,HDFC Bank,Savings,2012-12-18,176074
1001001864,PER00570,ICICI Bank,Savings,2015-08-23,134227
1001001865,PER00571,SBI,Savings,2024-08-20,310965
1001001866,PER00572,SBI,Savings,2011-09-10,99620
1001001867,PER00572,SBI,Savings,2021-04-24,290282
1001001868,PER00573,Axis Bank,Savings,2010-12-31,21783
1001001869,PER00573,SBI,Savings,2015-10-07,112805
1001001870,PER00574,SBI,Savings,2019-08-13,169517
1001001871,PER00575,ICICI Bank,Savings,2011-11-16,290321
1001001872,PER00575,SBI,Savings,2020-08-31,103209
1001001873,PER00576,SBI,Savings,2025-01-12,93185
1001001874,PER00577,Kotak Mahindra Bank,Savings,2015-06-22,102201
1001001875,PER00577,Kotak Mahindra Bank,Savings,2012-08-14,119877
