transaction_id,from_account,to_account,amount_inr,timestamp,payment_mode,remarks
TXN0003551,1001001995,1001001847,8057,2024-04-27 15:24:34,RTGS,Transaction
TXN0003552,1001002284,1001002875,391,2024-01-08 09:18:48,IMPS,Transaction
TXN0003553,1001001582,1001002740,3411,2024-08-20 20:15:00,IMPS,Transaction
TXN0003554,1001001935,1001002263,14335,2024-11-18 00:52:25,NEFT,Transaction
TXN0003555,1001001109,1001001169,10818,2024-09-05 01:04:53,IMPS,Transaction
TXN0003556,1001001640,1001002219,8586,2025-07-08 12:29:56,NEFT,Transaction
TXN0003557,1001001030,1001002887,5319,2024-03-31 18:27:20,RTGS,Transaction
TXN0003558,1001001625,1001002875,6811,2025-01-06 13:23:12,NEFT,Transaction
TXN0003559,1001002853,1001001490,623,2024-09-09 07:23:54,RTGS,Transaction
TXN0003560,1001002540,1001001380,619,2025-01-08 03:16:19,UPI,Transaction
TXN0003561,1001001786,1001001222,6303,2024-10-18 04:03:28,RTGS,Transaction
TXN0003562,1001002309,1001002105,7435,2023-10-30 07:12:19,IMPS,Transaction
TXN0003563,1001001575,1001001495,336,2025-02-14 10:32:10,IMPS,Transaction
TXN0003564,1001002569,1001001323,13669,2025-03-25 05:05:52,UPI,Transaction
TXN0003565,1001001168,1001002720,533,2024-11-16 14:18:40,NEFT,Transaction
TXN0003566,1001001975,1001001544,530,2024-07-11 22:17:09,NEFT,Transaction
TXN0003567,1001001247,1001001781,968,2024-04-11 08:52:45,NEFT,Transaction
TXN0003568,1001001594,1001001348,8530,2025-08-24 15:21:08,UPI,Transaction
TXN0003569,1001002367,1001002827,826,2025-03-11 04:49:24,NEFT,Transaction
TXN0003570,1001002028,1001001288,7385,2023-09-30 09:33:28,NEFT,Transaction
TXN0003571,1001001904,1001001862,8487,2024-01-20 00:39:15,RTGS,Transaction
TXN0003572,1001001970,1001001785,5747,2024-10-08 22:13:36,RTGS,Transaction
TXN0003573,1001001811,1001002225,348,2024-02-24 00:04:21,UPI,Transaction
TXN0003574,1001002582,1001002550,243,2025-03-25 06:19:30,IMPS,Transaction
TXN0003575,1001002507,1001001889,5717,2024-09-13 16:44:51,RTGS,Transaction
TXN0003576,1001002796,1001002069,185,2024-01-05 02:08:49,UPI,Transaction
TXN0003577,1001002832,1001001735,3757,2025-04-23 03:57:57,NEFT,Transaction
TXN0003578,1001001765,1001001650,536,2024-03-24 22:22:15,UPI,Transaction
TXN0003579,1001002243,1001001833,5293,2023-12-24 06:13:56,RTGS,Transaction
TXN0003580,1001002073,1001001050,923,2024-10-20 18:00:10,UPI,Transaction
TXN0003581,1001001580,1001001036,284,2024-12-29 04:21:50,UPI,Transaction
TXN0003582,1001001175,1001002288,177,2023-10-03 21:21:06,NEFT,Transaction
TXN0003583,1001001792,1001001109,4033,2024-08-22 15:23:45,NEFT,Transaction
TXN0003584,1001002182,1001002632,5878,2023-09-19 04:34:05,UPI,Transaction
TXN0003585,1001001976,1001001066,376,2025-06-11 15:23:38,RTGS,Transaction
TXN0003586,1001002736,1001001908,7996,2024-05-14 07:15:17,RTGS,Transaction
TXN0003587,1001002763,1001002525,963,2024-10-25 04:45:44,IMPS,Transaction
TXN0003588,1001001086,1001002734,30648,2023-11-22 05:44:10,IMPS,Transaction
TXN0003589,1001001749,1001001852,1415,2025-08-12 13:50:26,UPI,Transaction
TXN0003590,1001001665,1001001740,4333,2023-10-03 00:59:48,NEFT,Transaction
TXN0003591,1001002010,1001002845,244,2024-06-23 17:08:26,UPI,Transaction
TXN0003592,1001001720,1001001721,6142,2024-10-23 09:50:41,IMPS,Transaction
TXN0003593,1001001019,1001002275,7277,2024-08-19 21:26:45,UPI,Transaction
TXN0003594,1001002690,1001002133,3021,2024-12-19 15:55:14,IMPS,Transaction
TXN0003595,1001002063,1001002091,30123,2025-08-02 11:39:08,IMPS,Transaction
TXN0003596,1001001861,1001001550,993,2025-06-29 06:41:47,IMPS,Transaction
TXN0003597,1001001103,1001002737,3513,2024-02-12 02:13:26,UPI,Transaction
TXN0003598,1001002727,1001001574,701,2025-08-15 22:00:12,RTGS,Transaction
TXN0003599,1001002115,1001002135,1515,2023-09-02 00:42:43,RTGS,Transaction
TXN0003600,1001002054,1001001519,1842,2024-04-09 05:00:09,UPI,Transaction
TXN0003601,1001002069,1001002198,2454,2025-04-09 09:34:37,NEFT,Transaction
TXN0003602,1001002347,1001002508,628,2024-12-18 00:52:07,IMPS,Transaction
TXN0003603,1001001293,1001001216,7680,2024-07-29 19:45:06,IMPS,Transaction
TXN0003604,1001001231,1001002504,350,2025-05-21 21:25:07,NEFT,Transaction
TXN0003605,1001001746,1001002233,32058,2023-12-14 06:59:14,NEFT,Transaction
TXN0003606,1001002439,1001002084,2805,2025-06-07 19:35:36,UPI,Transaction
TXN0003607,1001001413,1001002759,914,2024-07-10 14:23:28,NEFT,Transaction
TXN0003608,1001002701,1001001202,3007,2024-12-07 02:29:01,RTGS,Transaction
TXN0003609,1001002350,1001002790,22409,2023-10-17 18:45:59,IMPS,Transaction
TXN0003610,1001001699,1001002385,6942,2025-07-25 02:56:40,UPI,Transaction
TXN0003611,1001002479,1001002458,32978,2025-08-18 20:23:40,UPI,Transaction
TXN0003612,1001001769,1001002581,37692,2025-03-08 18:49:22,RTGS,Transaction
TXN0003613,1001001172,1001001081,447,2024-05-01 11:25:01,RTGS,Transaction
TXN0003614,1001001786,1001001089,32562,2024-08-01 20:40:33,RTGS,Transaction
TXN0003615,1001001677,1001002570,21098,2023-11-29 07:38:42,NEFT,Transaction
TXN0003616,1001001482,1001002652,201,2023-11-28 21:04:22,IMPS,Transaction
TXN0003617,1001002671,1001002613,3315,2024-05-04 05:38:11,RTGS,Transaction
TXN0003618,1001001178,1001002800,532,2024-02-04 11:12:04,NEFT,Transaction
TXN0003619,1001002106,1001002684,944,2024-08-14 22:10:53,RTGS,Transaction
TXN0003620,1001002644,1001002288,485,2024-11-23 04:13:30,UPI,Transaction
TXN0003621,1001001547,1001001746,397,2023-12-07 17:23:29,RTGS,Transaction
TXN0003622,1001001498,1001001387,9963,2025-07-10 09:43:17,RTGS,Transaction
TXN0003623,1001001817,1001001601,9657,2025-07-05 01:12:00,NEFT,Transaction
TXN0003624,1001002575,1001002620,6902,2024-11-13 03:32:26,RTGS,Transaction
TXN0003625,1001002541,1001002315,552,2024-03-04 04:19:35,UPI,Transaction
TXN0003626,1001002095,1001001055,35544,2024-10-11 21:02:08,IMPS,Transaction
TXN0003627,1001001214,1001002417,5069,2024-09-04 19:11:53,IMPS,Transaction
TXN0003628,1001001302,1001002299,5717,2023-11-04 11:13:04,IMPS,Transaction
TXN0003629,1001001108,1001002848,2085,2025-06-16 08:10:40,NEFT,Transaction
TXN0003630,1001002416,1001001338,367,2025-06-19 11:13:56,NEFT,Transaction
TXN0003631,1001002336,1001001587,308,2024-01-30 03:54:29,NEFT,Transaction
TXN0003632,1001001992,1001002681,7383,2024-12-28 19:09:11,NEFT,Transaction
TXN0003633,1001001791,1001001634,6153,2024-12-31 04:45:08,NEFT,Transaction
TXN0003634,1001002486,1001001071,8073,2024-04-21 12:10:30,RTGS,Transaction
TXN0003635,1001002755,1001001902,517,2023-11-10 19:27:57,NEFT,Transaction
TXN0003636,1001001655,1001002251,4820,2025-07-14 09:28:43,IMPS,Transaction
TXN0003637,1001002673,1001002518,703,2025-05-19 19:44:10,NEFT,Transaction
TXN0003638,1001002866,1001002699,17932,2024-05-08 14:29:46,NEFT,Transaction
TXN0003639,1001002065,1001001962,2863,2024-05-12 07:53:29,NEFT,Transaction
TXN0003640,1001001823,1001002069,7548,2024-02-29 08:34:22,UPI,Transaction
TXN0003641,1001001866,1001002860,6226,2024-07-13 22:41:36,UPI,Transaction
TXN0003642,1001002706,1001001221,24459,2023-11-24 00:51:37,NEFT,Transaction
TXN0003643,1001002659,1001002148,9235,2025-08-30 11:42:50,RTGS,Transaction
TXN0003644,1001001593,1001001988,18065,2024-06-04 23:05:49,IMPS,Transaction
TXN0003645,1001002384,1001001130,283,2024-04-15 12:22:19,RTGS,Transaction
TXN0003646,1001001174,1001002678,9147,2025-07-01 13:26:32,RTGS,Transaction
TXN0003647,1001002765,1001001701,10982,2024-02-25 19:50:49,UPI,Transaction
TXN0003648,1001002060,1001002345,27406,2024-04-30 21:05:32,IMPS,Transaction
TXN0003649,1001001012,1001001061,3108,2024-03-12 11:35:21,IMPS,Transaction
TXN0003650,1001001321,1001001302,29970,2025-07-30 23:40:21,IMPS,Transaction
TXN0003651,1001001680,1001002037,515,2024-12-01 07:33:01,IMPS,Transaction
TXN0003652,1001002246,1001002689,42843,2024-12-15 16:37:20,IMPS,Transaction
TXN0003653,1001002400,1001001892,16163,2025-06-20 18:07:25,IMPS,Transaction
TXN0003654,1001001092,1001001081,541,2024-11-24 06:43:46,NEFT,Transaction
TXN0003655,1001002701,1001001078,925,2023-12-08 07:07:59,RTGS,Transaction
TXN0003656,1001001142,1001001650,195,2024-06-06 06:38:39,IMPS,Transaction
TXN0003657,1001002815,1001002337,6136,2024-02-12 13:22:21,NEFT,Transaction
TXN0003658,1001002000,1001001933,32149,2024-06-27 21:03:07,IMPS,Transaction
TXN0003659,1001001171,1001001888,7093,2024-04-13 12:22:08,UPI,Transaction
TXN0003660,1001001555,1001002744,357,2025-06-23 14:45:36,IMPS,Transaction
TXN0003661,1001001406,1001001186,448,2025-01-31 07:51:18,UPI,Transaction
TXN0003662,1001002631,1001002625,859,2024-07-13 22:20:10,RTGS,Transaction
TXN0003663,1001001519,1001002815,8307,2024-04-28 09:18:57,RTGS,Transaction
TXN0003664,1001001445,1001001641,537,2024-10-06 04:36:15,IMPS,Transaction
TXN0003665,1001002020,1001002880,12182,2024-10-18 12:55:16,UPI,Transaction
TXN0003666,1001002594,1001002235,2497,2025-01-29 23:08:03,NEFT,Transaction
TXN0003667,1001001044,1001001369,584,2024-04-05 22:00:15,IMPS,Transaction
TXN0003668,1001002858,1001002233,9048,2024-08-02 05:05:38,NEFT,Transaction
TXN0003669,1001002643,1001002521,26825,2024-07-22 00:10:49,NEFT,Transaction
TXN0003670,1001001250,1001001320,4057,2025-07-31 03:15:18,NEFT,Transaction
TXN0003671,1001002035,1001001140,3523,2024-10-18 04:49:03,RTGS,Transaction
TXN0003672,1001002444,1001002466,33060,2025-08-17 19:32:27,RTGS,Transaction
TXN0003673,1001001333,1001001227,16734,2023-12-26 23:20:47,RTGS,Transaction
TXN0003674,1001001503,1001001043,9101,2024-07-12 22:45:11,RTGS,Transaction
TXN0003675,1001002449,1001001875,44534,2023-11-04 17:01:55,IMPS,Transaction
TXN0003676,1001001821,1001001259,391,2024-06-25 18:27:27,IMPS,Transaction
TXN0003677,1001002476,1001001766,9667,2023-12-09 03:20:01,IMPS,Transaction
TXN0003678,1001002562,1001001198,508,2024-07-07 06:04:52,IMPS,Transaction
TXN0003679,1001001528,1001001649,2953,2025-04-06 02:01:47,UPI,Transaction
TXN0003680,1001002362,1001002198,31044,2024-07-25 18:36:05,UPI,Transaction
TXN0003681,1001001914,1001002719,151,2024-02-03 00:35:09,IMPS,Transaction
TXN0003682,1001002783,1001002904,958,2023-12-13 13:46:09,IMPS,Transaction
TXN0003683,1001001142,1001001952,957,2024-04-27 16:12:08,UPI,Transaction
TXN0003684,1001002644,1001001243,26409,2024-12-18 06:18:05,RTGS,Transaction
TXN0003685,1001002553,1001002704,17901,2024-06-02 02:16:35,IMPS,Transaction
TXN0003686,1001001906,1001002389,733,2023-11-29 15:29:17,NEFT,Transaction
TXN0003687,1001002613,1001001104,38597,2023-10-25 21:22:21,UPI,Transaction
TXN0003688,1001002554,1001001925,460,2024-12-09 20:22:05,IMPS,Transaction
TXN0003689,1001001247,1001001668,349,2024-05-30 07:38:10,NEFT,Transaction
TXN0003690,1001002192,1001001110,3021,2025-08-29 02:09:35,NEFT,Transaction
TXN0003691,1001002041,1001001183,590,2024-12-15 11:51:30,NEFT,Transaction
TXN0003692,1001002247,1001001327,303,2025-04-01 09:14:58,NEFT,Transaction
TXN0003693,1001002127,1001001313,4143,2024-11-02 09:54:17,RTGS,Transaction
TXN0003694,1001002493,1001002459,1113,2023-11-01 14:52:14,RTGS,Transaction
TXN0003695,1001002523,1001002029,685,2025-05-12 10:12:18,NEFT,Transaction
TXN0003696,1001001964,1001001968,17464,2023-11-30 05:07:46,IMPS,Transaction
TXN0003697,1001002247,1001002589,938,2024-10-18 17:55:58,NEFT,Transaction
TXN0003698,1001001131,1001002033,8502,2023-11-21 05:11:44,IMPS,Transaction
TXN0003699,1001001069,1001002783,3694,2025-08-15 17:10:26,RTGS,Transaction
TXN0003700,1001001939,1001002041,871,2023-12-22 14:36:55,IMPS,Transaction
TXN0003701,1001001103,1001002574,2943,2023-11-12 20:33:50,IMPS,Transaction
TXN0003702,1001002112,1001002423,4127,2024-10-12 18:30:42,NEFT,Transaction
TXN0003703,1001001827,1001001354,43045,2023-11-30 15:27:48,UPI,Transaction
TXN0003704,1001001871,1001001635,432,2025-02-17 00:26:34,UPI,Transaction
TXN0003705,1001001902,1001002561,5298,2023-11-08 15:03:37,UPI,Transaction
TXN0003706,1001002726,1001001049,803,2025-04-12 15:15:53,IMPS,Transaction
TXN0003707,1001001556,1001001084,144,2024-08-13 13:57:09,NEFT,Transaction
TXN0003708,1001001438,1001001348,1675,2023-12-28 18:45:49,IMPS,Transaction
TXN0003709,1001002048,1001001348,638,2025-02-20 21:46:58,RTGS,Transaction
TXN0003710,1001001137,1001001023,8172,2023-11-07 12:54:44,NEFT,Transaction
TXN0003711,1001001362,1001002048,510,2024-01-29 12:46:07,RTGS,Transaction
TXN0003712,1001002118,1001002682,910,2025-02-22 15:24:34,IMPS,Transaction
TXN0003713,1001001173,1001001104,637,2025-03-03 22:20:57,UPI,Transaction
TXN0003714,1001001158,1001002040,966,2025-08-30 22:33:20,IMPS,Transaction
TXN0003715,1001001278,1001001686,954,2025-02-01 23:27:10,UPI,Transaction
TXN0003716,1001002550,1001001431,231,2025-08-13 22:07:41,NEFT,Transaction
TXN0003717,1001002842,1001001513,565,2023-12-19 02:55:11,UPI,Transaction
TXN0003718,1001001704,1001001543,22995,2025-03-16 10:16:25,UPI,Transaction
TXN0003719,1001001187,1001001571,5302,2024-12-03 10:52:54,NEFT,Transaction
TXN0003720,1001002378,1001002417,9987,2024-02-06 14:45:21,RTGS,Transaction
TXN0003721,1001001776,1001001601,6841,2025-04-13 12:50:40,NEFT,Transaction
TXN0003722,1001002725,1001002546,6301,2024-09-07 07:26:54,RTGS,Transaction
TXN0003723,1001002429,1001002480,553,2025-04-27 13:58:08,IMPS,Transaction
TXN0003724,1001001390,1001001338,432,2024-07-07 21:03:51,IMPS,Transaction
TXN0003725,1001002453,1001001434,232,2025-05-05 05:16:11,IMPS,Transaction
TXN0003726,1001002223,1001001216,2110,2024-02-17 12:10:14,RTGS,Transaction
TXN0003727,1001002478,1001002514,886,2024-08-13 03:49:50,IMPS,Transaction
TXN0003728,1001002522,1001001795,892,2025-05-21 19:39:49,IMPS,Transaction
TXN0003729,1001001308,1001001452,39636,2025-05-09 04:49:26,NEFT,Transaction
TXN0003730,1001002689,1001001251,803,2024-08-19 02:55:53,UPI,Transaction
TXN0003731,1001002789,1001001695,4076,2025-02-03 14:41:15,RTGS,Transaction
TXN0003732,1001002792,1001001639,6727,2025-04-01 10:30:22,UPI,Transaction
TXN0003733,1001002902,1001001391,254,2024-09-09 03:17:20,IMPS,Transaction
TXN0003734,1001002617,1001001598,30213,2024-05-18 16:59:58,UPI,Transaction
TXN0003735,1001001701,1001002819,864,2024-04-15 10:22:58,NEFT,Transaction
TXN0003736,1001001194,1001001503,805,2023-09-13 04:37:46,RTGS,Transaction
TXN0003737,1001001969,1001002656,806,2024-10-01 00:45:53,IMPS,Transaction
TXN0003738,1001002548,1001001177,749,2025-04-12 07:59:30,UPI,Transaction
TXN0003739,1001002037,1001002254,956,2025-01-15 15:00:31,NEFT,Transaction
TXN0003740,1001002371,1001002393,33300,2024-05-25 21:19:13,UPI,Transaction
TXN0003741,1001002512,1001001971,738,2024-08-28 02:02:42,RTGS,Transaction
TXN0003742,1001001223,1001001031,39063,2025-05-22 10:43:37,IMPS,Transaction
TXN0003743,1001001523,1001001407,26372,2023-09-07 18:05:00,UPI,Transaction
TXN0003744,1001002670,1001002897,39143,2024-05-27 03:22:22,NEFT,Transaction
TXN0003745,1001001522,1001001125,14631,2024-07-09 11:55:36,UPI,Transaction
TXN0003746,1001001974,1001002255,429,2024-01-06 17:10:26,RTGS,Transaction
TXN0003747,1001001716,1001001269,43434,2024-04-16 11:55:19,RTGS,Transaction
TXN0003748,1001001014,1001002629,5842,2024-08-04 10:55:28,IMPS,Transaction
TXN0003749,1001002008,1001002815,8754,2024-05-22 20:35:00,UPI,Transaction
TXN0003750,1001002588,1001002048,1876,2024-11-09 09:02:03,IMPS,Transaction
TXN0003751,1001001358,1001002490,3228,2024-10-09 00:42:55,RTGS,Transaction
TXN0003752,1001001139,1001001892,242,2024-08-11 23:24:12,IMPS,Transaction
TXN0003753,1001001104,1001001145,534,2024-02-26 16:43:45,NEFT,Transaction
TXN0003754,1001002712,1001002802,3608,2024-01-31 03:20:11,IMPS,Transaction
TXN0003755,1001002381,1001002348,6042,2024-06-18 07:11:34,NEFT,Transaction
TXN0003756,1001002109,1001001307,651,2025-08-14 10:39:19,NEFT,Transaction
TXN0003757,1001001951,1001002451,8390,2024-03-11 03:00:27,UPI,Transaction
TXN0003758,1001002559,1001001061,677,2025-05-24 09:38:16,RTGS,Transaction
TXN0003759,1001002844,1001002291,2344,2025-08-25 22:10:59,UPI,Transaction
TXN0003760,1001002767,1001002255,26259,2023-10-14 20:06:36,NEFT,Transaction
TXN0003761,1001001497,1001002145,931,2025-08-27 10:52:45,UPI,Transaction
TXN0003762,1001002431,1001001523,9374,2024-01-28 08:11:45,IMPS,Transaction
TXN0003763,1001002822,1001002114,952,2025-01-06 02:42:27,UPI,Transaction
TXN0003764,1001001042,1001001202,772,2023-12-27 21:17:32,UPI,Transaction
TXN0003765,1001001509,1001001499,7569,2023-10-12 19:46:58,IMPS,Transaction
TXN0003766,1001001881,1001001704,259,2025-05-04 22:05:52,NEFT,Transaction
TXN0003767,1001001071,1001001027,9069,2023-11-25 08:57:06,IMPS,Transaction
TXN0003768,1001001030,1001002228,857,2023-12-25 08:24:12,IMPS,Transaction
TXN0003769,1001001279,1001002798,837,2024-08-17 12:45:33,RTGS,Transaction
TXN0003770,1001001214,1001002250,5601,2023-12-21 09:09:20,IMPS,Transaction
TXN0003771,1001001913,1001001428,923,2025-01-30 15:08:42,UPI,Transaction
TXN0003772,1001001447,1001002325,242,2025-02-07 12:20:06,IMPS,Transaction
TXN0003773,1001002735,1001001371,3781,2023-11-01 23:01:07,UPI,Transaction
TXN0003774,1001001557,1001002204,284,2025-04-24 05:37:21,IMPS,Transaction
TXN0003775,1001002707,1001001670,9449,2025-06-15 13:12:54,RTGS,Transaction
TXN0003776,1001002717,1001001369,8951,2024-10-23 23:47:02,RTGS,Transaction
TXN0003777,1001001651,1001002901,19597,2024-01-24 00:09:28,UPI,Transaction
TXN0003778,1001001752,1001002210,340,2023-10-08 13:00:05,NEFT,Transaction
TXN0003779,1001002464,1001002719,9908,2025-03-17 03:30:23,NEFT,Transaction
TXN0003780,1001001116,1001002062,43108,2023-11-13 17:49:25,RTGS,Transaction
TXN0003781,1001001322,1001002668,10886,2024-01-22 12:12:43,NEFT,Transaction
TXN0003782,1001001087,1001001842,279,2023-10-04 16:06:09,RTGS,Transaction
TXN0003783,1001002093,1001001579,28864,2024-11-16 05:46:58,IMPS,Transaction
TXN0003784,1001002253,1001001124,12366,2024-12-17 13:10:34,IMPS,Transaction
TXN0003785,1001001562,1001002858,2971,2024-10-16 22:35:15,IMPS,Transaction
TXN0003786,1001001760,1001002012,988,2024-11-20 23:35:12,IMPS,Transaction
TXN0003787,1001002712,1001002498,2032,2023-12-11 07:36:28,NEFT,Transaction
TXN0003788,1001001801,1001001053,3268,2025-05-10 19:57:09,NEFT,Transaction
TXN0003789,1001001739,1001001382,234,2025-04-22 00:10:00,UPI,Transaction
TXN0003790,1001001577,1001002696,868,2024-06-16 15:53:32,UPI,Transaction
TXN0003791,1001001331,1001001435,42763,2024-03-22 01:04:21,NEFT,Transaction
TXN0003792,1001001070,1001001105,38823,2024-05-24 07:43:43,NEFT,Transaction
TXN0003793,1001001770,1001001707,9695,2023-12-25 10:01:18,UPI,Transaction
TXN0003794,1001002488,1001002675,443,2025-07-24 11:56:02,RTGS,Transaction
TXN0003795,1001001278,1001001934,9736,2025-06-19 07:07:01,IMPS,Transaction
TXN0003796,1001001600,1001001513,3226,2024-01-13 05:35:10,NEFT,Transaction
TXN0003797,1001001317,1001001180,621,2025-06-14 04:55:03,IMPS,Transaction
TXN0003798,1001001130,1001001114,861,2024-02-06 22:48:00,UPI,Transaction
TXN0003799,1001002572,1001001784,41729,2024-09-06 10:23:39,UPI,Transaction
TXN0003800,1001001633,1001002362,7484,2025-05-24 08:46:09,RTGS,Transaction
TXN0003801,1001001182,1001001896,773,2024-11-17 05:21:26,NEFT,Transaction
TXN0003802,1001002401,1001001872,6809,2024-12-07 21:25:32,NEFT,Transaction
TXN0003803,1001002811,1001001983,21164,2024-02-08 09:16:41,IMPS,Transaction
TXN0003804,1001002281,1001002370,760,2025-08-08 02:20:17,RTGS,Transaction
TXN0003805,1001002111,1001002134,380,2025-08-06 11:45:22,NEFT,Transaction
TXN0003806,1001002478,1001002371,7450,2025-02-15 11:03:41,RTGS,Transaction
TXN0003807,1001001533,1001002853,44456,2025-05-23 20:17:33,UPI,Transaction
TXN0003808,1001001304,1001001789,9960,2024-05-14 01:55:47,RTGS,Transaction
TXN0003809,1001002565,1001002034,3783,2023-11-07 12:37:35,IMPS,Transaction
TXN0003810,1001001970,1001002470,9053,2025-04-26 19:00:23,RTGS,Transaction
TXN0003811,1001002215,1001001725,415,2023-11-22 04:54:53,NEFT,Transaction
TXN0003812,1001002639,1001002720,34342,2025-05-17 05:11:05,NEFT,Transaction
TXN0003813,1001001613,1001002819,7857,2024-01-15 20:30:05,RTGS,Transaction
TXN0003814,1001002714,1001002590,3799,2024-07-15 14:01:28,UPI,Transaction
TXN0003815,1001001057,1001002206,4965,2025-02-23 17:19:19,RTGS,Transaction
TXN0003816,1001002890,1001002516,305,2023-09-26 19:55:23,RTGS,Transaction
TXN0003817,1001002046,1001002905,3480,2023-10-23 16:45:35,UPI,Transaction
TXN0003818,1001002336,1001001480,284,2024-01-08 09:35:58,IMPS,Transaction
TXN0003819,1001001198,1001001183,6837,2025-08-21 18:06:58,NEFT,Transaction
TXN0003820,1001002332,1001001905,4317,2023-09-01 20:24:31,IMPS,Transaction
TXN0003821,1001001380,1001002289,5722,2024-02-28 16:41:30,IMPS,Transaction
TXN0003822,1001001260,1001001705,9214,2024-04-14 11:26:06,NEFT,Transaction
TXN0003823,1001001189,1001001846,6997,2023-11-09 05:41:51,IMPS,Transaction
TXN0003824,1001001677,1001001158,726,2023-11-12 03:21:39,NEFT,Transaction
TXN0003825,1001002048,1001001559,944,2024-08-26 18:06:34,NEFT,Transaction
TXN0003826,1001001409,1001001638,360,2025-06-16 17:28:31,RTGS,Transaction
TXN0003827,1001002869,1001001524,9848,2023-11-22 06:34:13,UPI,Transaction
TXN0003828,1001001470,1001002141,913,2025-08-09 10:27:28,IMPS,Transaction
TXN0003829,1001002292,1001001110,7176,2024-10-04 21:34:33,NEFT,Transaction
TXN0003830,1001002872,1001002217,33487,2025-06-17 02:40:14,IMPS,Transaction
TXN0003831,1001001272,1001001823,26669,2024-01-13 22:36:46,RTGS,Transaction
TXN0003832,1001002616,1001002132,30832,2025-07-05 07:24:35,UPI,Transaction
TXN0003833,1001001562,1001002795,28844,2025-01-13 10:55:21,IMPS,Transaction
TXN0003834,1001002605,1001001808,7739,2024-09-18 18:42:47,NEFT,Transaction
TXN0003835,1001001450,1001001945,6317,2024-05-06 15:10:46,IMPS,Transaction
TXN0003836,1001002900,1001002301,390,2025-08-27 00:26:42,RTGS,Transaction
TXN0003837,1001001431,1001001886,34021,2025-01-28 13:30:55,RTGS,Transaction
TXN0003838,1001002031,1001002052,918,2023-10-20 20:28:30,RTGS,Transaction
TXN0003839,1001001178,1001001231,962,2024-08-26 09:59:57,IMPS,Transaction
TXN0003840,1001002538,1001002679,681,2023-11-17 21:31:34,IMPS,Transaction
TXN0003841,1001002038,1001002249,3175,2024-12-28 22:57:05,UPI,Transaction
TXN0003842,1001002268,1001001380,2913,2025-03-26 04:43:07,RTGS,Transaction
TXN0003843,1001001469,1001001693,1544,2024-10-25 22:35:26,UPI,Transaction
TXN0003844,1001002690,1001002899,3737,2024-03-15 22:27:40,IMPS,Transaction
TXN0003845,1001001178,1001002533,397,2024-04-26 19:11:44,NEFT,Transaction
TXN0003846,1001002045,1001001966,817,2025-08-03 11:32:39,NEFT,Transaction
TXN0003847,1001001695,1001001019,440,2023-11-24 08:13:33,IMPS,Transaction
TXN0003848,1001002832,1001001373,33961,2024-12-11 12:39:03,IMPS,Transaction
TXN0003849,1001002604,1001001521,592,2024-11-14 18:46:24,UPI,Transaction
TXN0003850,1001002871,1001002810,33686,2024-01-27 07:12:12,IMPS,Transaction
TXN0003851,1001002066,1001001257,24354,2025-03-27 13:42:50,IMPS,Transaction
TXN0003852,1001002761,1001001981,2623,2023-10-14 14:36:09,RTGS,Transaction
TXN0003853,1001002756,1001001073,4910,2024-10-23 20:43:16,UPI,Transaction
TXN0003854,1001001967,1001002645,7429,2024-01-28 05:56:03,RTGS,Transaction
TXN0003855,1001002704,1001001187,1552,2023-12-11 01:27:00,UPI,Transaction
TXN0003856,1001001017,1001001553,2467,2024-09-02 09:18:20,RTGS,Transaction
TXN0003857,1001001299,1001001853,662,2025-01-05 00:34:05,RTGS,Transaction
TXN0003858,1001001815,1001001097,3292,2025-07-10 07:32:58,IMPS,Transaction
TXN0003859,1001002261,1001002197,3090,2024-05-04 07:25:08,IMPS,Transaction
TXN0003860,1001001150,1001002571,185,2024-03-07 17:50:51,NEFT,Transaction
TXN0003861,1001001958,1001002830,762,2024-07-07 01:27:37,NEFT,Transaction
TXN0003862,1001001029,1001001449,3093,2025-08-07 06:28:14,NEFT,Transaction
TXN0003863,1001001776,1001001247,717,2025-08-01 20:34:40,NEFT,Transaction
TXN0003864,1001002863,1001002503,7237,2024-08-30 03:51:36,IMPS,Transaction
TXN0003865,1001001683,1001002728,440,2023-11-17 04:03:50,IMPS,Transaction
TXN0003866,1001002862,1001002577,390,2024-06-19 16:40:56,RTGS,Transaction
TXN0003867,1001002448,1001001245,14619,2023-12-02 07:33:04,NEFT,Transaction
TXN0003868,1001001445,1001002100,521,2025-01-30 04:47:59,RTGS,Transaction
TXN0003869,1001001927,1001002494,36795,2025-05-02 19:39:07,RTGS,Transaction
TXN0003870,1001001338,1001002053,357,2024-09-27 10:02:57,UPI,Transaction
TXN0003871,1001001889,1001001311,16825,2024-03-11 22:38:54,RTGS,Transaction
TXN0003872,1001001076,1001002171,23006,2024-09-02 22:37:34,IMPS,Transaction
TXN0003873,1001001748,1001002481,16161,2023-09-21 03:35:40,NEFT,Transaction
TXN0003874,1001002056,1001002067,320,2024-08-21 22:29:34,UPI,Transaction
TXN0003875,1001001434,1001002206,307,2024-01-04 20:42:09,RTGS,Transaction
TXN0003876,1001001216,1001002326,15675,2024-03-13 20:36:36,IMPS,Transaction
TXN0003877,1001002296,1001002644,672,2024-08-26 23:35:48,NEFT,Transaction
TXN0003878,1001002390,1001001368,469,2025-03-15 19:51:27,UPI,Transaction
TXN0003879,1001002691,1001001843,7358,2023-10-29 23:20:25,RTGS,Transaction
